net_id,cluster
10,0
15,0
20,0
35,0
40,0
50,0
60,0
601,0
61,0
101,1
103,1
105,1
107,1
109,1
111,1
113,1
115,1
117,1
119,1
120,0
121,1
123,0
125,1
127,2
129,0
131,2
139,2
141,2
143,2
145,2
147,2
149,1
151,1
153,1
157,1
159,1
161,1
163,1
164,0
166,1
167,1
169,0
171,1
173,0
177,1
179,0
181,0
183,0
184,0
185,1
187,0
189,1
191,1
193,1
195,0
197,1
199,1
201,4
203,0
204,0
205,4
206,0
207,4
208,0
209,4
211,4
213,4
215,4
217,4
219,4
225,4
229,4
231,4
237,3
239,3
241,0
243,3
247,3
249,0
251,3
253,3
255,3
257,0
259,0
261,0
263,0
265,0
267,0
269,0
271,0
273,0
275,0
